team,player,minute,x_start,y_start,x_end,y_end
France,Antoine Griezmann,0,61.0,40.1,48.0,43.2
France,Aurélien Djani Tchouaméni,0,49.7,43.6,96.0,1.8
Argentina,Nahuel Molina Lucero,0,22.7,80.0,36.0,75.2
Argentina,Rodrigo Javier De Paul,0,41.1,73.9,23.2,62.8
Argentina,Cristian Gabriel Romero,0,24.7,59.4,21.5,32.2
Argentina,Nicolás Hernán Otamendi,0,24.0,27.1,21.7,49.3
Argentina,Cristian Gabriel Romero,0,22.1,49.8,24.0,27.3
Argentina,Nicolás Hernán Otamendi,0,21.7,24.5,26.6,3.1
Argentina,Nicolás Alejandro Tagliafico,0,29.2,2.5,45.6,4.2
Argentina,Nicolás Alejandro Tagliafico,1,44.1,3.8,20.8,11.9
Argentina,Nicolás Hernán Otamendi,1,21.7,17.7,19.7,33.3
Argentina,Cristian Gabriel Romero,1,30.9,42.5,27.9,22.6
Argentina,Nicolás Hernán Otamendi,1,29.8,29.2,27.0,45.9
Argentina,Cristian Gabriel Romero,1,32.1,54.5,25.9,31.6
Argentina,Nicolás Hernán Otamendi,1,24.7,29.0,5.6,42.3
Argentina,Damián Emiliano Martínez,1,3.9,43.4,53.1,72.9
France,Theo Bernard François Hernández,1,68.5,5.7,72.1,13.4
France,Adrien Rabiot,1,72.3,13.4,73.6,4.7
France,Theo Bernard François Hernández,1,73.2,4.0,47.1,7.4
France,Theo Bernard François Hernández,1,61.2,7.0,44.1,37.4
France,Raphaël Varane,2,53.1,44.9,45.2,67.1
France,Jules Koundé,2,43.2,70.3,58.2,77.4
Argentina,Nicolás Alejandro Tagliafico,2,72.6,0.1,69.6,7.6
Argentina,Alexis Mac Allister,2,67.4,20.7,77.5,36.9
Argentina,Lionel Andrés Messi Cuccittini,2,76.6,35.7,116.2,8.9
Argentina,Ángel Fabián Di María Hernández,2,116.0,8.9,104.9,49.3
Argentina,Rodrigo Javier De Paul,2,93.1,53.2,100.4,57.7
Argentina,Lionel Andrés Messi Cuccittini,2,99.3,57.3,96.7,49.8
Argentina,Rodrigo Javier De Paul,2,96.7,49.8,110.9,44.6
France,Hugo Lloris,3,9.2,35.5,67.8,60.7
France,Olivier Giroud,3,67.8,60.7,75.5,63.3
Argentina,Alexis Mac Allister,3,48.9,15.4,39.2,16.6
Argentina,Nicolás Hernán Otamendi,3,37.4,19.2,26.0,29.3
Argentina,Cristian Gabriel Romero,3,27.4,29.9,64.2,43.6
Argentina,Rodrigo Javier De Paul,3,64.2,43.6,57.2,26.7
Argentina,Nicolás Hernán Otamendi,3,57.2,26.7,54.4,37.8
Argentina,Enzo Fernandez,3,54.8,37.8,56.5,60.5
Argentina,Cristian Gabriel Romero,3,56.1,61.3,67.9,73.5
Argentina,Nahuel Molina Lucero,3,68.9,74.4,79.0,59.8
France,Adrien Rabiot,3,47.5,14.5,50.5,20.7
Argentina,Lionel Andrés Messi Cuccittini,3,67.9,59.0,49.0,60.3
Argentina,Cristian Gabriel Romero,3,50.5,58.1,89.3,3.6
Argentina,Ángel Fabián Di María Hernández,4,89.5,3.4,82.4,7.4
Argentina,Nicolás Alejandro Tagliafico,4,82.4,7.4,96.1,14.3
Argentina,Alexis Mac Allister,4,96.1,14.3,106.4,3.1
Argentina,Nicolás Alejandro Tagliafico,4,108.9,0.1,93.1,5.7
Argentina,Alexis Mac Allister,4,87.8,7.6,82.6,35.0
France,Kylian Mbappé Lottin,4,38.8,46.8,32.1,30.5
France,Adrien Rabiot,4,31.3,28.2,33.4,7.9
France,Theo Bernard François Hernández,4,33.6,7.9,38.3,14.9
Argentina,Lionel Andrés Messi Cuccittini,4,81.8,65.2,70.2,67.7
Argentina,Rodrigo Javier De Paul,4,84.6,49.8,103.6,15.5
France,Jules Koundé,4,16.5,64.6,28.3,71.4
France,Ousmane Dembélé,4,28.3,71.4,17.2,77.2
France,Jules Koundé,4,17.2,77.2,27.2,68.4
France,Antoine Griezmann,4,27.6,68.2,21.4,60.3
Argentina,Julián Álvarez,4,98.7,19.8,92.3,21.5
France,Hugo Lloris,4,8.8,41.9,76.0,42.1
Argentina,Enzo Fernandez,4,56.5,39.7,66.4,42.9
France,Adrien Rabiot,4,53.1,36.3,41.3,35.7
France,Dayotchanculle Upamecano,4,41.5,35.7,58.7,7.4
France,Theo Bernard François Hernández,5,61.6,7.7,69.3,5.3
France,Kylian Mbappé Lottin,5,68.7,5.9,56.1,10.2
France,Theo Bernard François Hernández,5,55.7,10.2,41.3,16.2
France,Dayotchanculle Upamecano,5,36.8,21.3,41.1,38.2
France,Aurélien Djani Tchouaméni,5,43.9,51.3,66.8,60.1
France,Jules Koundé,5,56.7,76.7,21.9,51.3
France,Hugo Lloris,5,19.9,51.1,27.2,56.6
France,Raphaël Varane,5,39.4,51.9,42.2,25.2
France,Dayotchanculle Upamecano,5,44.3,23.3,69.3,5.1
France,Theo Bernard François Hernández,5,46.5,34.4,40.7,54.7
France,Jules Koundé,5,37.9,54.7,34.5,34.8
France,Raphaël Varane,5,36.8,36.7,45.8,32.3
France,Adrien Rabiot,5,53.3,33.3,51.6,62.4
France,Ousmane Dembélé,6,64.6,76.1,44.1,71.4
France,Jules Koundé,6,42.4,66.0,33.2,55.6
France,Raphaël Varane,6,33.6,32.7,39.4,26.9
France,Dayotchanculle Upamecano,6,46.7,22.6,54.6,39.1
France,Raphaël Varane,6,46.0,48.7,39.6,25.4
France,Dayotchanculle Upamecano,6,39.6,25.2,33.8,36.5
France,Raphaël Varane,6,25.3,51.5,23.1,26.7
France,Dayotchanculle Upamecano,6,23.6,27.3,50.9,64.1
France,Ousmane Dembélé,6,52.2,66.7,45.8,60.5
France,Antoine Griezmann,6,51.8,59.0,51.2,45.5
France,Aurélien Djani Tchouaméni,6,63.8,13.0,61.0,5.1
France,Adrien Rabiot,6,52.9,6.6,53.5,19.2
France,Aurélien Djani Tchouaméni,6,50.9,26.0,46.0,49.4
France,Raphaël Varane,7,67.0,51.1,99.9,8.9
Argentina,Rodrigo Javier De Paul,7,20.2,71.2,16.1,60.3
Argentina,Nahuel Molina Lucero,7,16.3,60.3,47.1,63.9
Argentina,Enzo Fernandez,7,34.3,50.2,38.8,53.4
Argentina,Lionel Andrés Messi Cuccittini,7,39.2,48.1,65.3,35.4
Argentina,Alexis Mac Allister,7,75.8,26.9,94.2,14.1
Argentina,Ángel Fabián Di María Hernández,7,98.5,10.2,92.9,11.3
Argentina,Alexis Mac Allister,7,89.5,12.3,84.1,21.3
Argentina,Enzo Fernandez,7,88.0,23.9,93.7,20.3
Argentina,Julián Álvarez,7,110.6,17.9,106.4,12.3
Argentina,Ángel Fabián Di María Hernández,7,115.1,21.3,98.7,51.7
Argentina,Lionel Andrés Messi Cuccittini,8,120.0,80.0,116.6,54.5
Argentina,Rodrigo Javier De Paul,8,95.2,65.6,107.9,72.9
Argentina,Lionel Andrés Messi Cuccittini,8,108.2,74.4,86.3,67.5
Argentina,Rodrigo Javier De Paul,8,87.7,67.7,108.7,41.5
France,Hugo Lloris,11,9.0,38.2,80.5,56.0
France,Olivier Giroud,11,74.3,58.3,88.2,63.5
Argentina,Nicolás Alejandro Tagliafico,11,31.9,16.6,51.6,26.5
France,Adrien Rabiot,11,68.5,53.6,79.2,62.8
France,Antoine Griezmann,11,78.5,63.3,82.6,57.3
France,Olivier Giroud,11,79.8,58.1,84.5,49.4
Argentina,Cristian Gabriel Romero,11,35.6,33.9,39.4,30.5
Argentina,Rodrigo Javier De Paul,11,31.5,28.8,42.0,22.2
Argentina,Alexis Mac Allister,11,41.8,22.0,44.8,3.6
Argentina,Ángel Fabián Di María Hernández,11,43.9,2.7,31.1,5.3
Argentina,Nicolás Alejandro Tagliafico,11,31.1,5.3,18.7,14.1
Argentina,Nicolás Hernán Otamendi,11,18.0,14.7,6.0,33.5
Argentina,Damián Emiliano Martínez,11,6.5,41.6,10.1,48.9
Argentina,Cristian Gabriel Romero,11,9.3,48.9,27.9,48.1
Argentina,Enzo Fernandez,11,33.9,51.1,112.1,58.1
France,Raphaël Varane,11,8.0,22.0,2.6,29.0
France,Hugo Lloris,11,3.3,29.7,53.1,19.2
Argentina,Nahuel Molina Lucero,11,67.0,60.9,64.7,49.3
Argentina,Enzo Fernandez,11,68.3,51.1,76.9,63.9
Argentina,Rodrigo Javier De Paul,11,79.8,70.1,79.8,54.3
Argentina,Lionel Andrés Messi Cuccittini,11,80.5,47.8,105.1,14.7
Argentina,Ángel Fabián Di María Hernández,11,106.4,16.2,106.4,39.1
Argentina,Ángel Fabián Di María Hernández,12,101.9,13.0,96.7,23.7
Argentina,Rodrigo Javier De Paul,12,96.7,24.7,97.8,33.7
France,Hugo Lloris,12,15.4,36.1,84.7,48.9
Argentina,Nicolás Hernán Otamendi,12,35.4,31.2,74.5,28.6
France,Raphaël Varane,12,45.2,52.4,65.7,71.6
France,Antoine Griezmann,12,66.4,74.4,55.4,77.2
France,Jules Koundé,12,61.2,77.4,74.7,65.6
France,Ousmane Dembélé,12,90.3,66.3,93.3,19.2
France,Theo Bernard François Hernández,13,94.2,17.7,100.6,14.3
France,Kylian Mbappé Lottin,13,99.1,19.2,99.5,28.2
France,Adrien Rabiot,13,99.5,28.2,116.6,29.0
Argentina,Damián Emiliano Martínez,13,4.8,42.3,22.1,24.7
Argentina,Nicolás Hernán Otamendi,13,22.3,23.0,31.3,26.0
Argentina,Enzo Fernandez,13,31.5,26.0,23.6,19.6
Argentina,Nicolás Hernán Otamendi,13,23.4,21.5,14.8,51.3
Argentina,Cristian Gabriel Romero,13,16.5,55.1,57.8,43.8
Argentina,Julián Álvarez,13,57.6,43.6,52.5,56.2
Argentina,Lionel Andrés Messi Cuccittini,13,52.5,56.4,59.5,52.6
Argentina,Julián Álvarez,13,59.5,52.6,56.1,55.5
Argentina,Alexis Mac Allister,13,63.8,33.7,79.2,10.4
Argentina,Ángel Fabián Di María Hernández,13,86.5,22.2,87.1,51.9
Argentina,Lionel Andrés Messi Cuccittini,13,95.2,48.5,104.9,35.2
Argentina,Nicolás Alejandro Tagliafico,13,94.8,20.5,109.1,21.5
France,Hugo Lloris,14,13.9,48.5,76.2,64.6
France,Olivier Giroud,14,76.6,64.8,89.0,74.4
France,Ousmane Dembélé,14,89.5,75.9,80.0,74.4
France,Olivier Giroud,14,79.8,74.4,80.9,62.6
Argentina,Julián Álvarez,14,46.7,24.5,45.6,35.2
Argentina,Rodrigo Javier De Paul,14,52.7,39.9,62.9,23.5
Argentina,Alexis Mac Allister,14,64.4,20.7,75.6,9.6
Argentina,Ángel Fabián Di María Hernández,14,76.4,6.8,55.7,4.9
Argentina,Nicolás Alejandro Tagliafico,14,53.7,4.0,62.9,13.6
Argentina,Alexis Mac Allister,14,63.2,17.3,56.1,33.5
Argentina,Enzo Fernandez,14,55.2,37.6,66.8,71.4
Argentina,Nahuel Molina Lucero,14,68.1,72.4,47.3,61.8
Argentina,Cristian Gabriel Romero,14,47.3,57.5,51.2,25.6
Argentina,Nicolás Hernán Otamendi,15,62.3,20.9,77.3,3.1
Argentina,Ángel Fabián Di María Hernández,15,76.2,2.3,62.5,5.3
Argentina,Nicolás Alejandro Tagliafico,15,62.3,5.7,57.2,17.7
Argentina,Enzo Fernandez,15,57.6,17.7,47.3,22.0
Argentina,Nicolás Hernán Otamendi,15,46.9,23.0,48.4,27.1
Argentina,Enzo Fernandez,15,47.8,28.4,42.4,47.0
Argentina,Cristian Gabriel Romero,15,52.9,53.2,68.3,3.4
Argentina,Ángel Fabián Di María Hernández,15,68.3,3.4,56.3,12.8
Argentina,Nicolás Hernán Otamendi,15,54.2,17.0,91.8,78.6
France,Theo Bernard François Hernández,15,19.1,0.1,22.7,7.7
France,Adrien Rabiot,15,27.6,5.9,19.7,17.1
France,Dayotchanculle Upamecano,15,19.1,23.5,19.7,41.9
France,Raphaël Varane,15,39.8,57.7,33.0,71.6
France,Jules Koundé,16,33.4,69.0,24.2,32.5
France,Dayotchanculle Upamecano,16,27.0,31.8,45.2,6.4
France,Theo Bernard François Hernández,16,41.8,4.7,45.4,8.1
Argentina,Lionel Andrés Messi Cuccittini,16,89.3,58.8,110.2,56.8
Argentina,Rodrigo Javier De Paul,16,110.2,56.8,106.4,45.5
France,Hugo Lloris,16,7.0,44.1,65.1,61.6
Argentina,Alexis Mac Allister,16,55.0,18.5,82.4,27.1
France,Raphaël Varane,16,27.4,54.3,26.6,38.9
France,Dayotchanculle Upamecano,17,26.6,38.7,28.1,54.1
France,Raphaël Varane,17,38.5,59.8,63.8,77.4
France,Ousmane Dembélé,17,68.7,65.0,62.7,51.9
France,Adrien Rabiot,17,56.7,47.4,70.8,8.5
France,Theo Bernard François Hernández,17,73.2,8.5,83.7,4.9
France,Kylian Mbappé Lottin,17,81.8,5.1,68.9,7.7
France,Theo Bernard François Hernández,17,57.6,7.4,45.0,14.3
France,Dayotchanculle Upamecano,17,45.0,18.1,42.6,51.9
France,Raphaël Varane,17,57.6,60.1,55.9,74.8
France,Jules Koundé,17,53.7,75.9,68.9,77.0
France,Ousmane Dembélé,17,70.6,77.6,75.8,71.4
France,Jules Koundé,17,75.8,71.4,92.9,77.6
France,Ousmane Dembélé,17,103.1,78.2,105.3,74.8
France,Jules Koundé,17,100.1,80.0,74.5,61.8
France,Raphaël Varane,18,74.9,59.0,69.1,41.9
France,Dayotchanculle Upamecano,18,70.2,34.2,85.2,5.3
France,Theo Bernard François Hernández,18,85.4,5.3,86.7,14.1
France,Kylian Mbappé Lottin,18,86.7,14.1,103.6,7.9
France,Antoine Griezmann,19,112.3,13.4,114.1,43.4
Argentina,Damián Emiliano Martínez,19,4.3,36.3,8.6,47.8
Argentina,Cristian Gabriel Romero,19,14.6,49.1,29.6,47.8
Argentina,Enzo Fernandez,19,31.7,48.5,25.5,24.3
Argentina,Nicolás Hernán Otamendi,19,29.4,22.8,42.4,5.3
Argentina,Nicolás Alejandro Tagliafico,19,42.0,6.1,32.8,17.7
Argentina,Nicolás Hernán Otamendi,19,32.4,20.3,30.0,47.8
Argentina,Cristian Gabriel Romero,19,33.4,51.3,45.4,51.5
Argentina,Rodrigo Javier De Paul,19,45.0,52.3,33.6,54.5
Argentina,Cristian Gabriel Romero,19,33.4,56.8,48.6,74.8
Argentina,Nahuel Molina Lucero,19,50.1,75.2,41.6,62.4
Argentina,Rodrigo Javier De Paul,19,41.3,62.0,40.1,23.7
Argentina,Nicolás Hernán Otamendi,19,61.9,19.8,65.9,1.9
Argentina,Ángel Fabián Di María Hernández,19,65.5,2.5,51.2,14.5
Argentina,Nicolás Hernán Otamendi,20,48.4,14.7,39.2,40.1
Argentina,Cristian Gabriel Romero,20,40.9,47.2,49.9,48.3
Argentina,Rodrigo Javier De Paul,20,49.9,48.3,39.6,47.0
Argentina,Cristian Gabriel Romero,20,39.8,46.6,45.2,26.5
Argentina,Nicolás Hernán Otamendi,20,49.3,22.8,54.8,32.9
Argentina,Enzo Fernandez,20,56.1,33.9,71.1,56.4
Argentina,Lionel Andrés Messi Cuccittini,20,89.5,65.0,99.5,74.6
Argentina,Nahuel Molina Lucero,20,94.4,74.8,74.5,69.7
Argentina,Rodrigo Javier De Paul,20,73.9,68.2,65.9,33.9
Argentina,Nicolás Hernán Otamendi,20,65.9,32.0,74.7,33.3
Argentina,Enzo Fernandez,20,74.7,33.3,64.9,30.9
Argentina,Nicolás Hernán Otamendi,20,64.2,32.2,68.5,23.0
Argentina,Enzo Fernandez,20,68.7,22.6,54.8,41.6
Argentina,Cristian Gabriel Romero,20,54.6,46.1,56.7,64.7
Argentina,Rodrigo Javier De Paul,20,57.0,64.5,69.6,53.8
Argentina,Alexis Mac Allister,20,92.0,35.2,94.2,47.0
Argentina,Julián Álvarez,20,94.2,47.0,112.6,11.5
France,Olivier Giroud,23,61.0,40.1,52.9,38.0
France,Adrien Rabiot,23,55.0,34.2,46.9,44.4
France,Aurélien Djani Tchouaméni,23,44.5,47.7,40.0,62.4
France,Jules Koundé,23,39.0,63.9,33.2,52.6
France,Raphaël Varane,23,34.7,47.2,39.0,7.0
France,Theo Bernard François Hernández,23,38.5,7.4,97.2,9.8
France,Kylian Mbappé Lottin,24,98.0,0.1,87.5,7.7
France,Adrien Rabiot,24,89.7,7.7,96.5,5.1
France,Kylian Mbappé Lottin,24,105.9,5.5,104.6,28.4
Argentina,Cristian Gabriel Romero,24,14.4,53.0,26.6,47.4
Argentina,Julián Álvarez,24,36.9,48.5,32.4,34.4
Argentina,Alexis Mac Allister,24,38.8,29.5,22.5,17.3
Argentina,Nicolás Alejandro Tagliafico,24,22.5,17.0,25.9,14.5
Argentina,Nicolás Alejandro Tagliafico,24,34.9,0.1,50.3,2.9
France,Aurélien Djani Tchouaméni,24,69.8,77.2,73.0,76.7
France,Raphaël Varane,25,48.4,80.0,34.3,66.3
France,Dayotchanculle Upamecano,25,41.3,53.0,45.2,48.5
France,Adrien Rabiot,25,50.3,50.4,48.0,61.8
France,Aurélien Djani Tchouaméni,25,48.0,62.0,66.4,66.0
France,Ousmane Dembélé,25,66.4,66.0,56.7,63.7
Argentina,Julián Álvarez,25,63.4,16.4,55.0,19.0
Argentina,Alexis Mac Allister,25,58.5,17.7,54.4,24.3
Argentina,Enzo Fernandez,25,54.4,24.3,55.0,13.4
Argentina,Nicolás Alejandro Tagliafico,25,55.0,12.8,58.0,2.5
Argentina,Ángel Fabián Di María Hernández,25,45.0,4.0,45.4,10.8
France,Ousmane Dembélé,25,80.3,70.8,88.8,56.2
France,Antoine Griezmann,26,90.1,55.1,106.4,33.5
Argentina,Damián Emiliano Martínez,28,28.3,41.2,88.6,63.9
France,Theo Bernard François Hernández,28,31.5,16.2,45.8,23.3
Argentina,Enzo Fernandez,28,77.9,57.5,81.1,73.9
Argentina,Lionel Andrés Messi Cuccittini,29,120.0,80.0,116.4,43.6
France,Hugo Lloris,29,10.1,9.6,64.4,44.2
France,Jules Koundé,29,64.4,44.2,82.2,55.4
France,Ousmane Dembélé,29,82.4,55.4,75.8,56.2
Argentina,Alexis Mac Allister,29,44.3,23.9,34.7,21.1
Argentina,Nicolás Alejandro Tagliafico,29,34.7,20.5,38.8,26.7
Argentina,Enzo Fernandez,29,39.6,28.0,42.2,53.6
Argentina,Nahuel Molina Lucero,29,63.4,61.8,75.4,38.4
Argentina,Julián Álvarez,29,75.6,38.9,62.5,42.9
Argentina,Lionel Andrés Messi Cuccittini,30,81.8,38.6,91.4,29.2
Argentina,Alexis Mac Allister,30,92.9,27.7,105.1,13.8
Argentina,Ángel Fabián Di María Hernández,30,106.8,12.8,111.1,79.5
France,Theo Bernard François Hernández,30,9.2,0.1,36.2,5.5
France,Olivier Giroud,30,36.2,5.5,42.8,12.1
Argentina,Nahuel Molina Lucero,30,77.3,68.0,88.2,60.0
France,Aurélien Djani Tchouaméni,30,31.9,20.1,42.4,13.9
France,Olivier Giroud,30,42.4,13.9,51.4,16.0
Argentina,Enzo Fernandez,30,64.4,23.9,65.7,5.3
Argentina,Nicolás Alejandro Tagliafico,30,60.8,4.6,32.1,15.1
Argentina,Nicolás Hernán Otamendi,30,23.8,17.7,8.6,36.1
Argentina,Damián Emiliano Martínez,30,7.8,38.2,8.8,54.5
Argentina,Cristian Gabriel Romero,30,19.7,56.4,36.2,51.5
Argentina,Rodrigo Javier De Paul,30,37.9,60.3,45.6,59.4
Argentina,Lionel Andrés Messi Cuccittini,31,45.8,59.4,64.4,73.5
Argentina,Rodrigo Javier De Paul,31,70.0,65.0,68.1,55.5
Argentina,Lionel Andrés Messi Cuccittini,31,68.1,54.5,81.1,29.9
Argentina,Alexis Mac Allister,31,81.8,31.4,80.7,45.1
Argentina,Lionel Andrés Messi Cuccittini,31,92.7,47.6,116.8,7.4
Argentina,Ángel Fabián Di María Hernández,31,107.9,8.3,91.4,11.9
Argentina,Alexis Mac Allister,31,93.1,11.9,87.1,18.8
Argentina,Enzo Fernandez,31,87.1,18.1,90.8,2.5
Argentina,Alexis Mac Allister,31,90.8,2.5,98.5,18.3
Argentina,Nicolás Alejandro Tagliafico,31,100.4,20.5,90.1,20.5
France,Theo Bernard François Hernández,32,18.0,0.1,43.9,8.7
Argentina,Nahuel Molina Lucero,32,76.2,71.4,97.8,68.2
Argentina,Alexis Mac Allister,32,87.1,30.5,82.2,44.0
Argentina,Enzo Fernandez,32,85.8,45.5,93.3,52.6
Argentina,Julián Álvarez,32,93.3,52.6,87.8,51.1
Argentina,Enzo Fernandez,32,87.8,51.3,90.5,70.7
Argentina,Rodrigo Javier De Paul,32,91.8,68.6,109.6,29.2
France,Ousmane Dembélé,32,21.6,55.1,52.9,45.1
Argentina,Nicolás Hernán Otamendi,32,65.1,36.3,55.0,51.3
Argentina,Cristian Gabriel Romero,32,53.7,58.3,65.9,54.9
Argentina,Rodrigo Javier De Paul,32,68.7,55.5,63.8,48.3
Argentina,Enzo Fernandez,32,62.7,42.7,52.3,27.1
Argentina,Nicolás Hernán Otamendi,32,52.3,26.5,65.9,6.6
Argentina,Nicolás Alejandro Tagliafico,32,67.7,6.4,75.8,2.3
Argentina,Ángel Fabián Di María Hernández,32,74.9,3.8,92.0,15.1
France,Jules Koundé,32,33.8,80.0,53.3,75.5
Argentina,Nicolás Alejandro Tagliafico,33,66.8,4.6,70.9,10.2
Argentina,Alexis Mac Allister,33,72.4,7.8,74.7,2.9
France,Ousmane Dembélé,33,54.6,77.8,57.2,72.3
